|	Key                 |	Value
8016   |	          spells yes and out            |	{ you }
8017   |	            yes and out you             |	{ go! }
8018   |	            and out you go!             |	{ The }
8019   |	            out you go! The             |	{ First }
8020   |	           you go! The First            |	{ Job }
8021   |	           go! The First Job            |	{ It }
8022   |	           The First Job It             |	{ wasn't }
8023   |	          First Job It wasn't           |	{ as }
8024   |	           Job It wasn't as             |	{ if }
8025   |	            It wasn't as if             |	{ I }
8026   |	            wasn't as if I              |	{ didn't }
8027   |	            as if I didn't              |	{ want }
8028   |	           if I didn't want             |	{ to }
8029   |	           I didn't want to             |	{ work. }
8030   |	         didn't want to work.           |	{ I }
8031   |	            want to work. I             |	{ did. }
8032   |	            to work. I did.             |	{ I }
8033   |	            work. I did. I              |	{ had }
8034   |	             I did. I had               |	{ even }
8035   |	            did. I had even             |	{ gone }
8036   |	            I had even gone             |	{ to }
8037   |	           had even gone to             |	{ the }
8038   |	           even gone to the             |	{ social }
8039   |	          gone to the social            |	{ security }
8040   |	        to the social security          |	{ office }
8041   |	      the social security office        |	{ the }
8042   |	      social security office the        |	{ month }
8043   |	       security office the month        |	{ before }
8044   |	        office the month before         |	{ to }
8045   |	          the month before to           |	{ get }
8046   |	          month before to get           |	{ my }
8047   |	           before to get my             |	{ social }
8048   |	           to get my social             |	{ security }
8049   |	        get my social security          |	{ number. }
8050   |	      my social security number.        |	{ I }
8051   |	       social security number. I        |	{ needed }
8052   |	       security number. I needed        |	{ money. }
8053   |	        number. I needed money.         |	{ The }
8054   |	          I needed money. The           |	{ Catholic }
8055   |	      needed money. The Catholic        |	{ high }
8056   |	       money. The Catholic high         |	{ school }
8057   |	       The Catholic high school         |	{ cost }
8058   |	       Catholic high school cost        |	{ a }
8059   |	          high school cost a            |	{ lot, }
8060   |	          school cost a lot,            |	{ and }
8061   |	            cost a lot, and             |	{ Papa }
8062   |	            a lot, and Papa             |	{ said }
8063   |	          lot, and Papa said            |	{ nobody }
8064   |	         and Papa said nobody           |	{ went }
8065   |	         Papa said nobody went          |	{ to }
8066   |	          said nobody went to           |	{ public }
8067   |	         nobody went to public          |	{ school }
8068   |	         went to public school          |	{ unless }
8069   |	        to public school unless         |	{ you }
8070   |	       public school unless you         |	{ wanted }
8071   |	       school unless you wanted         |	{ to }
8072   |	         unless you wanted to           |	{ turn }
8073   |	          you wanted to turn            |	{ out }
8074   |	          wanted to turn out            |	{ bad. }
8075   |	           to turn out bad.             |	{ I }
8076   |	            turn out bad. I             |	{ thought }
8077   |	          out bad. I thought            |	{ I'd }
8078   |	          bad. I thought I'd            |	{ find }
8079   |	          I thought I'd find            |	{ an }
8080   |	          thought I'd find an           |	{ easy }
8081   |	           I'd find an easy             |	{ job, }
8082   |	           find an easy job,            |	{ the }
8083   |	           an easy job, the             |	{ kind }
8084   |	          easy job, the kind            |	{ other }
8085   |	          job, the kind other           |	{ kids }
8086   |	          the kind other kids           |	{ had, }
8087   |	         kind other kids had,           |	{ working }
8088   |	        other kids had, working         |	{ in }
8089   |	         kids had, working in           |	{ the }
8090   |	          had, working in the           |	{ dime }
8091   |	          working in the dime           |	{ store }
8092   |	           in the dime store            |	{ or }
8093   |	           the dime store or            |	{ maybe }
8094   |	          dime store or maybe           |	{ a }
8095   |	           store or maybe a             |	{ hotdog }
8096   |	           or maybe a hotdog            |	{ stand. }
8097   |	         maybe a hotdog stand.          |	{ And }
8098   |	          a hotdog stand. And           |	{ though }
8099   |	       hotdog stand. And though         |	{ I }
8100   |	          stand. And though I           |	{ hadn't }
8101   |	          And though I hadn't           |	{ started }
8102   |	        though I hadn't started         |	{ looking }
8103   |	       I hadn't started looking         |	{ yet, }
8104   |	      hadn't started looking yet,       |	{ I }
8105   |	        started looking yet, I          |	{ thought }
8106   |	        looking yet, I thought          |	{ I }
8107   |	           yet, I thought I             |	{ might }
8108   |	           I thought I might            |	{ the }
8109   |	          thought I might the           |	{ week }
8110   |	           I might the week             |	{ after }
8111   |	         might the week after           |	{ next. }
8112   |	         the week after next.           |	{ But }
8113   |	         week after next. But           |	{ when }
8114   |	         after next. But when           |	{ I }
8115   |	           next. But when I             |	{ came }
8116   |	            But when I came             |	{ home }
8117   |	           I came home that             |	{ afternoon, }
8118   |	       came home that afternoon,        |	{ all }
8119   |	       home that afternoon, all         |	{ wet }
8120   |	        that afternoon, all wet         |	{ because }
8121   |	      afternoon, all wet because        |	{ Tito }
8122   |	         all wet because Tito           |	{ had }
8123   |	         wet because Tito had           |	{ pushed }
8124   |	        because Tito had pushed         |	{ me }
8125   |	          Tito had pushed me            |	{ into }
8126   |	          had pushed me into            |	{ the }
8127   |	          pushed me into the            |	{ open }
8128   |	           me into the open             |	{ water }
8129   |	          into the open water           |	{ hydrant--only }
8130   |	     the open water hydrant--only       |	{ I }
8131   |	      open water hydrant--only I        |	{ had }
8132   |	       water hydrant--only I had        |	{ sort }
8133   |	       hydrant--only I had sort         |	{ of }
8134   |	             I had sort of              |	{ let }
8135   |	            had sort of let             |	{ him--Mama }
8136   |	         sort of let him--Mama          |	{ called }
8137   |	        of let him--Mama called         |	{ me }
8138   |	        let him--Mama called me         |	{ in }
8139   |	        him--Mama called me in          |	{ the }
8140   |	           called me in the             |	{ kitchen }
8141   |	           me in the kitchen            |	{ before }
8142   |	         in the kitchen before          |	{ I }
8143   |	         the kitchen before I           |	{ could }
8144   |	        kitchen before I could          |	{ even }
8145   |	          before I could even           |	{ go }
8146   |	            I could even go             |	{ and }
8147   |	           could even go and            |	{ change, }
8148   |	          even go and change,           |	{ and }
8149   |	          go and change, and            |	{ Aunt }
8150   |	         and change, and Aunt           |	{ Lala }
8151   |	         change, and Aunt Lala          |	{ was }
8152   |	           and Aunt Lala was            |	{ sitting }
8153   |	         Aunt Lala was sitting          |	{ there }
8154   |	        Lala was sitting there          |	{ drinking }
8155   |	      was sitting there drinking        |	{ her }
8156   |	      sitting there drinking her        |	{ coffee }
8157   |	       there drinking her coffee        |	{ with }
8158   |	       drinking her coffee with         |	{ a }
8159   |	           her coffee with a            |	{ spoon. }
8160   |	         coffee with a spoon.           |	{ Aunt }
8161   |	          with a spoon. Aunt            |	{ Lala }
8162   |	          a spoon. Aunt Lala            |	{ said }
8163   |	         spoon. Aunt Lala said          |	{ she }
8164   |	          Aunt Lala said she            |	{ had }
8165   |	           Lala said she had            |	{ found }
8166   |	          said she had found            |	{ a }
8167   |	            she had found a             |	{ job }
8168   |	            had found a job             |	{ for }
8169   |	            found a job for             |	{ me }
8170   |	             a job for me               |	{ at }
8171   |	             job for me at              |	{ the }
8172   |	             for me at the              |	{ Peter }
8173   |	            me at the Peter             |	{ Pan }
8174   |	           at the Peter Pan             |	{ Photo }
8175   |	          the Peter Pan Photo           |	{ Finishers , Finishers }
8176   |	       Peter Pan Photo Finishers        |	{ on , on }
8177   |	        Pan Photo Finishers on          |	{ North , North }
8178   |	       Photo Finishers on North         |	{ Broadway , Broadway }
8179   |	      Finishers on North Broadway       |	{ where , where }
8180   |	        on North Broadway where         |	{ she , Aunt }
8181   |	       North Broadway where she         |	{ worked, }
8182   |	      Broadway where she worked,        |	{ and }
8183   |	         where she worked, and          |	{ how }
8184   |	          she worked, and how           |	{ old }
8185   |	          worked, and how old           |	{ was }
8186   |	            and how old was             |	{ I, }
8187   |	            how old was I,              |	{ and }
8188   |	            old was I, and              |	{ to }
8189   |	             was I, and to              |	{ show }
8190   |	            I, and to show              |	{ up }
8191   |	            and to show up              |	{ tomorrow }
8192   |	          to show up tomorrow           |	{ saying }
8193   |	        show up tomorrow saying         |	{ I }
8194   |	         up tomorrow saying I           |	{ was }
8195   |	         tomorrow saying I was          |	{ one }
8196   |	           saying I was one             |	{ year }
8197   |	            I was one year              |	{ older, }
8198   |	          was one year older,           |	{ and }
8199   |	          one year older, and           |	{ that }
8200   |	         year older, and that           |	{ was }
8201   |	          older, and that was           |	{ that. }
8202   |	          and that was that.            |	{ So }
8203   |	           that was that. So            |	{ the }
8204   |	           was that. So the             |	{ next }
8205   |	           that. So the next            |	{ morning }
8206   |	          So the next morning           |	{ I }
8207   |	          the next morning I            |	{ put }
8208   |	          next morning I put            |	{ on }
8209   |	           morning I put on             |	{ the }
8210   |	             I put on the               |	{ navy }
8211   |	            put on the navy             |	{ blue }
8212   |	           on the navy blue             |	{ dress }
8213   |	          the navy blue dress           |	{ that }
8214   |	         navy blue dress that           |	{ made }
8215   |	         blue dress that made           |	{ me }
8216   |	          dress that made me            |	{ look }
8217   |	           that made me look            |	{ older }
8218   |	          made me look older            |	{ and }
8219   |	           me look older and            |	{ borrowed }
8220   |	        look older and borrowed         |	{ money }
8221   |	       older and borrowed money         |	{ for }
8222   |	        and borrowed money for          |	{ lunch }
8223   |	       borrowed money for lunch         |	{ and }
8224   |	          money for lunch and           |	{ bus }
8225   |	           for lunch and bus            |	{ fare }
8226   |	          lunch and bus fare            |	{ because }
8227   |	         and bus fare because           |	{ Aunt }
8228   |	         bus fare because Aunt          |	{ Lala }
8229   |	        fare because Aunt Lala          |	{ said }
8230   |	        because Aunt Lala said          |	{ I }
8231   |	           Aunt Lala said I             |	{ wouldn't }
8232   |	         Lala said I wouldn't           |	{ get }
8233   |	          said I wouldn't get           |	{ paid }
8234   |	          I wouldn't get paid           |	{ till }
8235   |	        wouldn't get paid till          |	{ the }
8236   |	           get paid till the            |	{ next }
8237   |	          paid till the next            |	{ Friday, }
8238   |	         till the next Friday,          |	{ and }
8239   |	         the next Friday, and           |	{ I }
8240   |	          next Friday, and I            |	{ went }
8241   |	          Friday, and I went            |	{ in }
8242   |	             and I went in              |	{ and }
8243   |	             I went in and              |	{ saw }
8244   |	            went in and saw             |	{ the }
8245   |	            in and saw the              |	{ boss }
8246   |	           and saw the boss             |	{ of }
8247   |	            saw the boss of             |	{ the }
8248   |	            the boss of the             |	{ Peter }
8249   |	           boss of the Peter            |	{ Pan }
8250   |	           of the Peter Pan             |	{ Photo }
8251   |	       North Broadway where Aunt        |	{ Lala }
8252   |	       Broadway where Aunt Lala         |	{ worked }
8253   |	        where Aunt Lala worked          |	{ and }
8254   |	         Aunt Lala worked and           |	{ lied }
8255   |	         Lala worked and lied           |	{ about }
8256   |	         worked and lied about          |	{ my }
8257   |	           and lied about my            |	{ age }
8258   |	           lied about my age            |	{ like }
8259   |	           about my age like            |	{ she }
8260   |	            my age like she             |	{ told }
8261   |	           age like she told            |	{ me }
8262   |	           like she told me             |	{ to }
8263   |	            she told me to              |	{ and }
8264   |	            told me to and              |	{ sure }
8265   |	            me to and sure              |	{ enough, }
8266   |	          to and sure enough,           |	{ I }
8267   |	          and sure enough, I            |	{ started }
8268   |	        sure enough, I started          |	{ that }
8269   |	        enough, I started that          |	{ same }
8270   |	          I started that same           |	{ day. }
8271   |	        started that same day.          |	{ In }
8272   |	           that same day. In            |	{ my }
8273   |	            same day. In my             |	{ job }
8274   |	            day. In my job              |	{ I }
8275   |	              In my job I               |	{ had }
8276   |	             my job I had               |	{ to }
8277   |	             job I had to               |	{ wear }
8278   |	             I had to wear              |	{ white }
8279   |	           had to wear white            |	{ gloves. }
8280   |	         to wear white gloves.          |	{ I }
8281   |	         wear white gloves. I           |	{ was }
8282   |	          white gloves. I was           |	{ supposed }
8283   |	        gloves. I was supposed          |	{ to }
8284   |	           I was supposed to            |	{ match }
8285   |	         was supposed to match          |	{ negatives }
8286   |	      supposed to match negatives       |	{ with }
8287   |	        to match negatives with         |	{ their }
8288   |	      match negatives with their        |	{ prints, }
8289   |	     negatives with their prints,       |	{ just }
8290   |	        with their prints, just         |	{ look }
8291   |	        their prints, just look         |	{ at }
8292   |	         prints, just look at           |	{ the }
8293   |	           just look at the             |	{ picture }
8294   |	          look at the picture           |	{ and }
8295   |	          at the picture and            |	{ look }
8296   |	         the picture and look           |	{ for }
8297   |	         picture and look for           |	{ the }
8298   |	           and look for the             |	{ same }
8299   |	           look for the same            |	{ one }
8300   |	           for the same one             |	{ on }
8301   |	            the same one on             |	{ the }
8302   |	            same one on the             |	{ negative }
8303   |	          one on the negative           |	{ strip, }
8304   |	        on the negative strip,          |	{ put }
8305   |	        the negative strip, put         |	{ it }
8306   |	        negative strip, put it          |	{ in }
8307   |	           strip, put it in             |	{ the }
8308   |	             put it in the              |	{ envelope, }
8309   |	          it in the envelope,           |	{ and }
8310   |	         in the envelope, and           |	{ do }
8311   |	         the envelope, and do           |	{ the }
8312   |	         envelope, and do the           |	{ next }
8313   |	            and do the next             |	{ one. }
8314   |	           do the next one.             |	{ That's }
8315   |	         the next one. That's           |	{ all. }
8316   |	         next one. That's all.          |	{ I }
8317   |	          one. That's all. I            |	{ didn't }
8318   |	         That's all. I didn't           |	{ know }
8319   |	          all. I didn't know            |	{ where }
8320   |	          I didn't know where           |	{ these }
8321   |	        didn't know where these         |	{ envelopes }
8322   |	      know where these envelopes        |	{ were }
8323   |	      where these envelopes were        |	{ coming }
8324   |	      these envelopes were coming       |	{ from }
8325   |	      envelopes were coming from        |	{ or }
8326   |	          were coming from or           |	{ where }
8327   |	         coming from or where           |	{ they }
8328   |	          from or where they            |	{ were }
8329   |	          or where they were            |	{ going. }
8330   |	        where they were going.          |	{ I }
8331   |	          they were going. I            |	{ just }
8332   |	          were going. I just            |	{ did }
8333   |	           going. I just did            |	{ what }
8334   |	            I just did what             |	{ I }
8335   |	            just did what I             |	{ was }
8336   |	            did what I was              |	{ told. }
8337   |	           what I was told.             |	{ It }
8338   |	            I was told. It              |	{ was }
8339   |	           was told. It was             |	{ real }
8340   |	           told. It was real            |	{ easy, }
8341   |	           It was real easy,            |	{ and }
8342   |	          was real easy, and            |	{ I }
8343   |	           real easy, and I             |	{ guess }
8344   |	           easy, and I guess            |	{ I }
8345   |	             and I guess I              |	{ wouldn't }
8346   |	          I guess I wouldn't            |	{ have }
8347   |	         guess I wouldn't have          |	{ minded }
8348   |	        I wouldn't have minded          |	{ it }
8349   |	        wouldn't have minded it         |	{ except }
8350   |	         have minded it except          |	{ that }
8351   |	         minded it except that          |	{ you }
8352   |	          it except that you            |	{ got }
8353   |	          except that you got           |	{ tired }
8354   |	          that you got tired            |	{ after }
8355   |	          you got tired after           |	{ a }
8356   |	           got tired after a            |	{ while }
8357   |	          tired after a while           |	{ and }
8358   |	           after a while and            |	{ I }
8359   |	             a while and I              |	{ didn't }
8360   |	          while and I didn't            |	{ know }
8361   |	           and I didn't know            |	{ if }
8362   |	           I didn't know if             |	{ I }
8363   |	           didn't know if I             |	{ could }
8364   |	            know if I could             |	{ sit }
8365   |	            if I could sit              |	{ down }
8366   |	           I could sit down             |	{ or }
8367   |	           could sit down or            |	{ not, }
8368   |	           sit down or not,             |	{ and }
8369   |	           down or not, and             |	{ then }
8370   |	           or not, and then             |	{ I }
8371   |	            not, and then I             |	{ started }
8372   |	          and then I started            |	{ sitting }
8373   |	        then I started sitting          |	{ down }
8374   |	        I started sitting down          |	{ only }
8375   |	       started sitting down only        |	{ when }
8376   |	        sitting down only when          |	{ the }
8377   |	          down only when the            |	{ two }
8378   |	           only when the two            |	{ ladies }
8379   |	          when the two ladies           |	{ next }
8380   |	          the two ladies next           |	{ to }
8381   |	          two ladies next to            |	{ me }
8382   |	           ladies next to me            |	{ did. }
8383   |	            next to me did.             |	{ After }
8384   |	           to me did. After             |	{ a }
8385   |	            me did. After a             |	{ while }
8386   |	          did. After a while            |	{ they }
8387   |	          After a while they            |	{ started }
8388   |	         a while they started           |	{ to }
8389   |	         while they started to          |	{ laugh }
8390   |	         they started to laugh          |	{ and }
8391   |	         started to laugh and           |	{ came }
8392   |	           to laugh and came            |	{ up }
8393   |	           laugh and came up            |	{ to }
8394   |	            and came up to              |	{ me }
8395   |	             came up to me              |	{ and }
8396   |	             up to me and               |	{ said }
8397   |	            to me and said              |	{ I }
8398   |	             me and said I              |	{ could }
8399   |	           said I could sit             |	{ when }
8400   |	           I could sit when             |	{ I }
8401   |	           could sit when I             |	{ wanted }
8402   |	           sit when I wanted            |	{ to, }
8403   |	           when I wanted to,            |	{ and }
8404   |	           I wanted to, and             |	{ I }
8405   |	           wanted to, and I             |	{ said }
8406   |	            to, and I said              |	{ I }
8407   |	             and I said I               |	{ knew. }
8408   |	            I said I knew.              |	{ When }
8409   |	           said I knew. When            |	{ lunchtime }
8410   |	        I knew. When lunchtime          |	{ came, }
8411   |	      knew. When lunchtime came,        |	{ I }
8412   |	        When lunchtime came, I          |	{ was }
8413   |	         lunchtime came, I was          |	{ scared }
8414   |	          came, I was scared            |	{ to }
8415   |	            I was scared to             |	{ eat }
8416   |	           was scared to eat            |	{ alone }
8417   |	          scared to eat alone           |	{ in }
8418   |	            to eat alone in             |	{ the }
8419   |	           eat alone in the             |	{ company }
8420   |	         alone in the company           |	{ lunchroom }
8421   |	       in the company lunchroom         |	{ with }
8422   |	      the company lunchroom with        |	{ all }
8423   |	      company lunchroom with all        |	{ those }
8424   |	       lunchroom with all those         |	{ men }
8425   |	          with all those men            |	{ and }
8426   |	           all those men and            |	{ ladies }
8427   |	         those men and ladies           |	{ looking, }
8428   |	        men and ladies looking,         |	{ so }
8429   |	        and ladies looking, so          |	{ I }
8430   |	         ladies looking, so I           |	{ ate }
8431   |	           looking, so I ate            |	{ real }
8432   |	             so I ate real              |	{ fast }
8433   |	            I ate real fast             |	{ standing }
8434   |	        ate real fast standing          |	{ in }
8435   |	         real fast standing in          |	{ one }
8436   |	         fast standing in one           |	{ of }
8437   |	          standing in one of            |	{ the }
8438   |	             in one of the              |	{ washroom }
8439   |	          one of the washroom           |	{ stalls }
8440   |	        of the washroom stalls          |	{ and }
8441   |	        the washroom stalls and         |	{ had }
8442   |	        washroom stalls and had         |	{ lots }
8443   |	          stalls and had lots           |	{ of }
8444   |	            and had lots of             |	{ time }
8445   |	           had lots of time             |	{ left }
8446   |	           lots of time left            |	{ over, }
8447   |	          of time left over,            |	{ so }
8448   |	          time left over, so            |	{ I }
8449   |	            left over, so I             |	{ went }
8450   |	            over, so I went             |	{ back }
8451   |	            so I went back              |	{ to }
8452   |	            I went back to              |	{ work }
8453   |	           went back to work            |	{ early. }
8454   |	          back to work early.           |	{ But }
8455   |	          to work early. But            |	{ then }
8456   |	         work early. But then           |	{ break }
8457   |	         early. But then break          |	{ time }
8458   |	          But then break time           |	{ came, }
8459   |	         then break time came,          |	{ and }
8460   |	         break time came, and           |	{ not }
8461   |	          time came, and not            |	{ knowing }
8462   |	         came, and not knowing          |	{ where }
8463   |	         and not knowing where          |	{ else }
8464   |	        not knowing where else          |	{ to }
8465   |	         knowing where else to          |	{ go, }
8466   |	           where else to go,            |	{ I }
8467   |	             else to go, I              |	{ went }
8468   |	             to go, I went              |	{ into }
8469   |	            go, I went into             |	{ the }
8470   |	            I went into the             |	{ coatroom }
8471   |	        went into the coatroom          |	{ because }
8472   |	       into the coatroom because        |	{ there }
8473   |	      the coatroom because there        |	{ was }
8474   |	      coatroom because there was        |	{ a }
8475   |	          because there was a           |	{ bench }
8476   |	           there was a bench            |	{ there. }
8477   |	          was a bench there.            |	{ I }
8478   |	           a bench there. I             |	{ guess }
8479   |	         bench there. I guess           |	{ it }
8480   |	           there. I guess it            |	{ was }
8481   |	            I guess it was              |	{ the }
8482   |	           guess it was the             |	{ time }
8483   |	            it was the time             |	{ for }
8484   |	           was the time for             |	{ the }
8485   |	           the time for the             |	{ night }
8486   |	          time for the night            |	{ shift }
8487   |	          for the night shift           |	{ or }
8488   |	          the night shift or            |	{ middle }
8489   |	         night shift or middle          |	{ shift }
8490   |	         shift or middle shift          |	{ to }
8491   |	          or middle shift to            |	{ arrive }
8492   |	        middle shift to arrive          |	{ because }
8493   |	        shift to arrive because         |	{ a }
8494   |	          to arrive because a           |	{ few }
8495   |	         arrive because a few           |	{ people }
8496   |	         because a few people           |	{ came }
8497   |	           a few people came            |	{ in }
8498   |	          few people came in            |	{ and }
8499   |	          people came in and            |	{ punched }
8500   |	          came in and punched           |	{ the }
8501   |	          in and punched the            |	{ time }
8502   |	         and punched the time           |	{ clock, }
8503   |	        punched the time clock,         |	{ and }
8504   |	          the time clock, and           |	{ an }
8505   |	          time clock, and an            |	{ older }
8506   |	          clock, and an older           |	{ Oriental }
8507   |	         and an older Oriental          |	{ man }
8508   |	         an older Oriental man          |	{ said }
8509   |	        older Oriental man said         |	{ hello }
8510   |	        Oriental man said hello         |	{ and }
8511   |	          man said hello and            |	{ we }
8512   |	           said hello and we            |	{ talked }
8513   |	          hello and we talked           |	{ for }
8514   |	           and we talked for            |	{ a }
8515   |	            we talked for a             |	{ while }
8516   |	          talked for a while            |	{ about }
8517   |	           for a while about            |	{ my }
8518   |	           a while about my             |	{ just }
8519   |	          while about my just           |	{ starting, }
8520   |	        about my just starting,         |	{ and }
8521   |	         my just starting, and          |	{ he }
8522   |	         just starting, and he          |	{ said }
8523   |	         starting, and he said          |	{ we }
8524   |	            and he said we              |	{ could }
8525   |	           he said we could             |	{ be }
8526   |	           said we could be             |	{ friends }
8527   |	          we could be friends           |	{ and }
8528   |	         could be friends and           |	{ next }
8529   |	          be friends and next           |	{ time }
8530   |	         friends and next time          |	{ to }
8531   |	           and next time to             |	{ go }
8532   |	            next time to go             |	{ in }
8533   |	             time to go in              |	{ the }
8534   |	             to go in the               |	{ lunchroom }
8535   |	          go in the lunchroom           |	{ and }
8536   |	         in the lunchroom and           |	{ sit }
8537   |	         the lunchroom and sit          |	{ with }
8538   |	        lunchroom and sit with          |	{ him, }
8539   |	           and sit with him,            |	{ and }
8540   |	           sit with him, and            |	{ I }
8541   |	            with him, and I             |	{ felt }
8542   |	            him, and I felt             |	{ better. }
8543   |	          and I felt better.            |	{ He }
8544   |	           I felt better. He            |	{ had }
8545   |	          felt better. He had           |	{ nice }
8546   |	          better. He had nice           |	{ eyes }
8547   |	           He had nice eyes             |	{ and }
8548   |	           had nice eyes and            |	{ I }
8549   |	            nice eyes and I             |	{ didn't }
8550   |	           eyes and I didn't            |	{ feel }
8551   |	           and I didn't feel            |	{ so }
8552   |	           I didn't feel so             |	{ nervous }
8553   |	        didn't feel so nervous          |	{ anymore. }
8554   |	       feel so nervous anymore.         |	{ Then }
8555   |	       so nervous anymore. Then         |	{ he }
8556   |	       nervous anymore. Then he         |	{ asked }
8557   |	        anymore. Then he asked          |	{ if }
8558   |	           Then he asked if             |	{ I }
8559   |	             he asked if I              |	{ knew }
8560   |	            asked if I knew             |	{ what }
8561   |	            if I knew what              |	{ day }
8562   |	            I knew what day             |	{ it }
8563   |	           knew what day it             |	{ was, }
8564   |	           what day it was,             |	{ and }
8565   |	            day it was, and             |	{ when }
8566   |	           it was, and when             |	{ I }
8567   |	            was, and when I             |	{ said }
8568   |	            and when I said             |	{ I }
8569   |	             when I said I              |	{ didn't, }
8570   |	           I said I didn't,             |	{ he }
8571   |	           said I didn't, he            |	{ said }
8572   |	           I didn't, he said            |	{ it }
8573   |	          didn't, he said it            |	{ was }
8574   |	            he said it was              |	{ his }
8575   |	            said it was his             |	{ birthday }
8576   |	          it was his birthday           |	{ and }
8577   |	         was his birthday and           |	{ would }
8578   |	        his birthday and would          |	{ I }
8579   |	         birthday and would I           |	{ please }
8580   |	          and would I please            |	{ give }
8581   |	          would I please give           |	{ him }
8582   |	           I please give him            |	{ a }
8583   |	           please give him a            |	{ birthday }
8584   |	          give him a birthday           |	{ kiss. }
8585   |	         him a birthday kiss.           |	{ I }
8586   |	          a birthday kiss. I            |	{ thought }
8587   |	       birthday kiss. I thought         |	{ I }
8588   |	           kiss. I thought I            |	{ would }
8589   |	           I thought I would            |	{ because }
8590   |	        thought I would because         |	{ he }
8591   |	          I would because he            |	{ was }
8592   |	         would because he was           |	{ so }
8593   |	           because he was so            |	{ old }
8594   |	             he was so old              |	{ and }
8595   |	            was so old and              |	{ just }
8596   |	            so old and just             |	{ as }
8597   |	            old and just as             |	{ I }
8598   |	             and just as I              |	{ was }
8599   |	             just as I was              |	{ about }
8600   |	            as I was about              |	{ to }
8601   |	            I was about to              |	{ put }
8602   |	           was about to put             |	{ my }
8603   |	            about to put my             |	{ lips }
8604   |	            to put my lips              |	{ on }
8605   |	            put my lips on              |	{ his }
8606   |	            my lips on his              |	{ cheek, }
8607   |	          lips on his cheek,            |	{ he }
8608   |	           on his cheek, he             |	{ grabs }
8609   |	          his cheek, he grabs           |	{ my }
8610   |	          cheek, he grabs my            |	{ face }
8611   |	           he grabs my face             |	{ with }
8612   |	          grabs my face with            |	{ both }
8613   |	           my face with both            |	{ hands }
8614   |	         face with both hands           |	{ and }
8615   |	          with both hands and           |	{ kisses }
8616   |	         both hands and kisses          |	{ me }
8617   |	          hands and kisses me           |	{ hard }
8618   |	          and kisses me hard            |	{ on }
8619   |	           kisses me hard on            |	{ the }
8620   |	            me hard on the              |	{ mouth }
8621   |	           hard on the mouth            |	{ and }
8622   |	           on the mouth and             |	{ doesn't }
8623   |	         the mouth and doesn't          |	{ let }
8624   |	         mouth and doesn't let          |	{ go. }
8625   |	          and doesn't let go.           |	{ Papa }
8626   |	         doesn't let go. Papa           |	{ Who }
8627   |	           let go. Papa Who             |	{ Wakes }
8628   |	          go. Papa Who Wakes            |	{ Up }
8629   |	           Papa Who Wakes Up            |	{ Tired }
8630   |	          Who Wakes Up Tired            |	{ in }
8631   |	           Wakes Up Tired in            |	{ the }
8632   |	            Up Tired in the             |	{ Dark }
8633   |	           Tired in the Dark            |	{ Your }
8634   |	           in the Dark Your             |	{ abuelito }
8635   |	        the Dark Your abuelito          |	{ is }
8636   |	         Dark Your abuelito is          |	{ dead, }
8637   |	        Your abuelito is dead,          |	{ Papa }
8638   |	        abuelito is dead, Papa          |	{ says }
8639   |	          is dead, Papa says            |	{ early }
8640   |	         dead, Papa says early          |	{ one }
8641   |	          Papa says early one           |	{ morning }
8642   |	        says early one morning          |	{ in }
8643   |	         early one morning in           |	{ my }
8644   |	           one morning in my            |	{ room. }
8645   |	          morning in my room.           |	{ Est }
8646   |	            in my room. Est             |	{ muerto, }
8647   |	         my room. Est muerto,           |	{ and }
8648   |	         room. Est muerto, and          |	{ then }
8649   |	         Est muerto, and then           |	{ as }
8650   |	          muerto, and then as           |	{ if }
8651   |	            and then as if              |	{ he }
8652   |	             then as if he              |	{ just }
8653   |	             as if he just              |	{ heard }
8654   |	           if he just heard             |	{ the }
8655   |	           he just heard the            |	{ news }
8656   |	          just heard the news           |	{ himself, }
8657   |	        heard the news himself,         |	{ crumples }
8658   |	      the news himself, crumples        |	{ like }
8659   |	      news himself, crumples like       |	{ a }
8660   |	       himself, crumples like a         |	{ coat }
8661   |	         crumples like a coat           |	{ and }
8662   |	            like a coat and             |	{ cries, }
8663   |	           a coat and cries,            |	{ my }
8664   |	          coat and cries, my            |	{ brave }
8665   |	          and cries, my brave           |	{ Papa }
8666   |	         cries, my brave Papa           |	{ cries. }
8667   |	         my brave Papa cries.           |	{ I }
8668   |	          brave Papa cries. I           |	{ have }
8669   |	          Papa cries. I have            |	{ never }
8670   |	          cries. I have never           |	{ seen }
8671   |	           I have never seen            |	{ my }
8672   |	          have never seen my            |	{ Papa }
8673   |	          never seen my Papa            |	{ cry }
8674   |	           seen my Papa cry             |	{ and }
8675   |	            my Papa cry and             |	{ don't }
8676   |	          Papa cry and don't            |	{ know }
8677   |	          cry and don't know            |	{ what }
8678   |	          and don't know what           |	{ to }
8679   |	          don't know what to            |	{ do. }
8680   |	           know what to do.             |	{ I }
8681   |	             what to do. I              |	{ know }
8682   |	             to do. I know              |	{ he }
8683   |	             do. I know he              |	{ will }
8684   |	            I know he will              |	{ have }
8685   |	           know he will have            |	{ to }
8686   |	            he will have to             |	{ go }
8687   |	            will have to go             |	{ away, }
8688   |	           have to go away,             |	{ that }
8689   |	           to go away, that             |	{ he }
8690   |	           go away, that he             |	{ will }
8691   |	          away, that he will            |	{ take }
