|	Key                 |	Value
1119   |	           them Jimmy Choo Fashion put            |	{ it }
1120   |	            Jimmy Choo Fashion put it             |	{ all }
1121   |	             Choo Fashion put it all              |	{ on }
1122   |	              Fashion put it all on               |	{ me , me , me , me , me , me , me , me , me , me , me , me }
1123   |	                put it all on me                  |	{ Don't , I , Don't , I , Don't , I , Don't , I , Don't , I , Don't , I }
1124   |	               it all on me Don't                 |	{ you , you , you , you , you , you }
1125   |	               all on me Don't you                |	{ want , want , want , want , want , want }
1126   |	              on me Don't you want                |	{ to , to , to , to , to , to }
1127   |	              me Don't you want to                |	{ see , see , see , see , see , see }
1128   |	              Don't you want to see               |	{ these , these , these , these , these , these }
1129   |	              you want to see these               |	{ clothes , clothes , clothes , clothes , clothes , clothes }
1130   |	            want to see these clothes             |	{ on , on , on , on , on , on }
1131   |	             to see these clothes on              |	{ me , me , me , me , me , me }
1132   |	             see these clothes on me              |	{ Fashion , Fashion , Fashion , Fashion , Fashion , Fashion }
1133   |	           these clothes on me Fashion            |	{ put , put , put , put , put , put }
1134   |	            clothes on me Fashion put             |	{ it , it , it , it , it , it }
1135   |	              on me Fashion put it                |	{ all , all , all , all , all , all }
1136   |	              me Fashion put it all               |	{ on , on , on , on , on , on }
1137   |	                 it all on me I                   |	{ am , am , am , am , am , am }
1138   |	                 all on me I am                   |	{ anyone , anyone , anyone , anyone , anyone , anyone }
1139   |	                on me I am anyone                 |	{ you , you , you , you , you , you }
1140   |	               me I am anyone you                 |	{ want , want , want , want , want , want }
1141   |	              I am anyone you want                |	{ me , me , me , me , me , me , me , me }
1142   |	              am anyone you want me               |	{ to , to , to , to , to , to , to , to }
1143   |	              anyone you want me to               |	{ be , be , be , be , be , be , be , be }
1144   |	                you want me to be                 |	{ I , Oh, , I , Oh, , Fashion , Fashion , Fashion , Oh, }
1145   |	                 want me to be I                  |	{ am , am }
1146   |	                  me to be I am                   |	{ anyone , anyone }
1147   |	                to be I am anyone                 |	{ you , you }
1148   |	               be I am anyone you                 |	{ want , want }
1149   |	                want me to be Oh,                 |	{ oh, , oh, , oh, }
1150   |	                me to be Oh, oh,                  |	{ la, , la, , la, }
1151   |	                to be Oh, oh, la,                 |	{ la, , la, , la, }
1152   |	               be Oh, oh, la, la,                 |	{ la , la , la }
1153   |	            We love designer I need,              |	{ some }
1154   |	           love designer I need, some             |	{ new }
1155   |	            designer I need, some new             |	{ stilettos }
1156   |	           I need, some new stilettos             |	{ Can't }
1157   |	         need, some new stilettos Can't           |	{ walk, }
1158   |	         some new stilettos Can't walk,           |	{ down }
1159   |	         new stilettos Can't walk, down           |	{ the }
1160   |	         stilettos Can't walk, down the           |	{ street }
1161   |	           Can't walk, down the street            |	{ in }
1162   |	            walk, down the street in              |	{ those }
1163   |	            down the street in those              |	{ You }
1164   |	             the street in those You              |	{ are, }
1165   |	            street in those You are,              |	{ who }
1166   |	              in those You are, who               |	{ you }
1167   |	             those You are, who you               |	{ wear }
1168   |	              You are, who you wear               |	{ it's }
1169   |	             are, who you wear it's               |	{ true }
1170   |	             who you wear it's true               |	{ A }
1171   |	              you wear it's true A                |	{ girl's }
1172   |	             wear it's true A girl's              |	{ just }
1173   |	             it's true A girl's just              |	{ as }
1174   |	              true A girl's just as               |	{ hot }
1175   |	              A girl's just as hot                |	{ as }
1176   |	              girl's just as hot as               |	{ the }
1177   |	               just as hot as the                 |	{ shoes }
1178   |	               as hot as the shoes                |	{ she }
1179   |	              hot as the shoes she                |	{ choose }
1180   |	             as the shoes she choose              |	{ J'adore, }
1181   |	          the shoes she choose J'adore,           |	{ Weitzman }
1182   |	       shoes she choose J'adore, Weitzman         |	{ I }
1183   |	         she choose J'adore, Weitzman I           |	{ really }
1184   |	        choose J'adore, Weitzman I really         |	{ want }
1185   |	         J'adore, Weitzman I really want          |	{ Louis, }
1186   |	          Weitzman I really want Louis,           |	{ Dolce }
1187   |	           I really want Louis, Dolce             |	{ Gabbana, }
1188   |	        really want Louis, Dolce Gabbana,         |	{ Alexander }
1189   |	      want Louis, Dolce Gabbana, Alexander        |	{ McQueen, }
1190   |	    Louis, Dolce Gabbana, Alexander McQueen,      |	{ eh }
1191   |	      Dolce Gabbana, Alexander McQueen, eh        |	{ ou }
1192   |	        Gabbana, Alexander McQueen, eh ou         |	{ Madame }
1193   |	         Alexander McQueen, eh ou Madame          |	{ love }
1194   |	           McQueen, eh ou Madame love             |	{ those }
1195   |	             eh ou Madame love those              |	{ Minolo }
1196   |	           ou Madame love those Minolo            |	{ Fashion }
1197   |	        Madame love those Minolo Fashion          |	{ put }
1198   |	          love those Minolo Fashion put           |	{ it }
1199   |	           those Minolo Fashion put it            |	{ all }
1200   |	            Minolo Fashion put it all             |	{ on }
1201   |	             la We love designer Oh,              |	{ oh, , oh, }
1202   |	            We love designer Oh, oh,              |	{ la, , la, }
1203   |	            love designer Oh, oh, la,             |	{ la, , la, }
1204   |	            designer Oh, oh, la, la,              |	{ la , la }
1205   |	           la We love designer Fashion            |	{ put }
1206   |	          We love designer Fashion put            |	{ it }
1207   |	          love designer Fashion put it            |	{ all }
1208   |	           designer Fashion put it all            |	{ on }
1209   |	              want me to be Fashion               |	{ put , put , put }
1210   |	              me to be Fashion put                |	{ it , it , it }
1211   |	              to be Fashion put it                |	{ all , all , all }
1212   |	              be Fashion put it all               |	{ on , on , on }
1213   |	            We love designer I don't              |	{ know }
1214   |	           love designer I don't know             |	{ why }
1215   |	            designer I don't know why             |	{ you're }
1216   |	             I don't know why you're              |	{ hurt , hurt }
1217   |	           don't know why you're hurt             |	{ inside , inside }
1218   |	           know why you're hurt inside            |	{ Or , Or }
1219   |	            why you're hurt inside Or             |	{ what , what }
1220   |	           you're hurt inside Or what             |	{ was , was }
1221   |	             hurt inside Or what was              |	{ said , said }
1222   |	             inside Or what was said              |	{ to , to }
1223   |	               Or what was said to                |	{ make , make }
1224   |	              what was said to make               |	{ you , you }
1225   |	              was said to make you                |	{ cry , cry }
1226   |	              said to make you cry                |	{ I , I }
1227   |	                to make you cry I                 |	{ hope , hope }
1228   |	               make you cry I hope                |	{ that , that }
1229   |	               you cry I hope that                |	{ you , you }
1230   |	               cry I hope that you                |	{ can , can }
1231   |	               I hope that you can                |	{ see , see , see , see }
1232   |	              hope that you can see               |	{ You , you , you , you }
1233   |	              that you can see You                |	{ are }
1234   |	               you can see You are                |	{ the }
1235   |	               can see You are the                |	{ greatest }
1236   |	            see You are the greatest              |	{ thing }
1237   |	           You are the greatest thing             |	{ to }
1238   |	            are the greatest thing to             |	{ me }
1239   |	            the greatest thing to me              |	{ and }
1240   |	            greatest thing to me and              |	{ when }
1241   |	              thing to me and when                |	{ You }
1242   |	               to me and when You                 |	{ feel }
1243   |	              me and when You feel                |	{ like }
1244   |	             and when You feel like               |	{ your }
1245   |	             when You feel like your              |	{ not }
1246   |	             You feel like your not               |	{ enough , enough }
1247   |	            feel like your not enough             |	{ I'll , I'll }
1248   |	            like your not enough I'll             |	{ give , give }
1249   |	            your not enough I'll give             |	{ you , you }
1250   |	            not enough I'll give you              |	{ wings , wings }
1251   |	           enough I'll give you wings             |	{ I'll , I'll }
1252   |	            I'll give you wings I'll              |	{ lift , lift }
1253   |	            give you wings I'll lift              |	{ you , you }
1254   |	             you wings I'll lift you              |	{ up , up }
1255   |	             wings I'll lift you up               |	{ I , I }
1256   |	               I'll lift you up I                 |	{ hope , hope }
1257   |	               lift you up I hope                 |	{ that , that }
1258   |	               you up I hope that                 |	{ you , you }
1259   |	               up I hope that you                 |	{ can , can }
1260   |	              that you can see you                |	{ are , are , are }
1261   |	               you can see you are                |	{ The , the , the }
1262   |	               can see you are The                |	{ greatest, }
1263   |	            see you are The greatest,             |	{ greatest }
1264   |	         you are The greatest, greatest           |	{ thing }
1265   |	        are The greatest, greatest thing          |	{ to }
1266   |	         The greatest, greatest thing to          |	{ me }
1267   |	         greatest, greatest thing to me           |	{ I }
1268   |	             greatest thing to me I               |	{ don't }
1269   |	               thing to me I don't                |	{ wanna }
1270   |	               to me I don't wanna                |	{ waste }
1271   |	             me I don't wanna waste               |	{ another }
1272   |	           I don't wanna waste another            |	{ day }
1273   |	          don't wanna waste another day           |	{ And }
1274   |	           wanna waste another day And            |	{ took }
1275   |	           waste another day And took             |	{ hand }
1276   |	            another day And took hand             |	{ off }
1277   |	              day And took hand off               |	{ you }
1278   |	              And took hand off you               |	{ up }
1279   |	              took hand off you up                |	{ in }
1280   |	               hand off you up in                 |	{ the }
1281   |	                off you up in the                 |	{ middle }
1282   |	              you up in the middle                |	{ of }
1283   |	               up in the middle of                |	{ the }
1284   |	              in the middle of the                |	{ day }
1285   |	              the middle of the day               |	{ ? }
1286   |	               middle of the day ?                |	{ What }
1287   |	                of the day ? What                 |	{ I }
1288   |	                the day ? What I                  |	{ can }
1289   |	                day ? What I can                  |	{ see }
1290   |	                ? What I can see                  |	{ is }
1291   |	                What I can see is                 |	{ you }
1292   |	                I can see is you                  |	{ waste }
1293   |	              can see is you waste                |	{ another }
1294   |	            see is you waste another              |	{ day }
1295   |	            is you waste another day              |	{ Cuz }
1296   |	            you waste another day Cuz             |	{ when }
1297   |	           waste another day Cuz when             |	{ Im }
1298   |	             another day Cuz when Im              |	{ with }
1299   |	              day Cuz when Im with                |	{ you }
1300   |	              Cuz when Im with you                |	{ I }
1301   |	               when Im with you I                 |	{ fall }
1302   |	               Im with you I fall                 |	{ apart, }
1303   |	             with you I fall apart,               |	{ I }
1304   |	               you I fall apart, I                |	{ see }
1305   |	               I fall apart, I see                |	{ your }
1306   |	             fall apart, I see your               |	{ permanently }
1307   |	          apart, I see your permanently           |	{ broken }
1308   |	          I see your permanently broken           |	{ heart. }
1309   |	       see your permanently broken heart.         |	{ Baby, }
1310   |	      your permanently broken heart. Baby,        |	{ your }
1311   |	      permanently broken heart. Baby, your        |	{ the }
1312   |	          broken heart. Baby, your the            |	{ greatest }
1313   |	         heart. Baby, your the greatest           |	{ to }
1314   |	           Baby, your the greatest to             |	{ me, }
1315   |	            your the greatest to me,              |	{ No, }
1316   |	             the greatest to me, No,              |	{ no }
1317   |	             greatest to me, No, no               |	{ matter }
1318   |	              to me, No, no matter                |	{ what, }
1319   |	             me, No, no matter what,              |	{ what, }
1320   |	            No, no matter what, what,             |	{ what }
1321   |	           no matter what, what, what             |	{ I }
1322   |	            matter what, what, what I             |	{ don't }
1323   |	            what, what, what I don't              |	{ know }
1324   |	             what, what I don't know              |	{ why }
1325   |	              what I don't know why               |	{ you're }
1326   |	               can see you are the                |	{ greatest , greatest }
1327   |	            see you are the greatest              |	{ Thing , Greatest }
1328   |	           you are the greatest Thing             |	{ to }
1329   |	            are the greatest Thing to             |	{ me }
1330   |	            the greatest Thing to me              |	{ and }
1331   |	            greatest Thing to me and              |	{ when }
1332   |	              Thing to me and when                |	{ anekatips }
1333   |	            to me and when anekatips              |	{ You }
1334   |	            me and when anekatips You             |	{ feel }
1335   |	           and when anekatips You feel            |	{ like }
1336   |	          when anekatips You feel like            |	{ your }
1337   |	          anekatips You feel like your            |	{ not }
1338   |	          you are the greatest Greatest           |	{ thing }
1339   |	         are the greatest Greatest thing          |	{ to }
1340   |	         the greatest Greatest thing to           |	{ me }
1341   |	          greatest Greatest thing to me           |	{ RedOne, }
1342   |	          Greatest thing to me RedOne,            |	{ Konvict }
1343   |	           thing to me RedOne, Konvict            |	{ GaGa, }
1344   |	           to me RedOne, Konvict GaGa,            |	{ oh-oh, }
1345   |	         me RedOne, Konvict GaGa, oh-oh,          |	{ eh }
1346   |	         RedOne, Konvict GaGa, oh-oh, eh          |	{ I've }
1347   |	          Konvict GaGa, oh-oh, eh I've            |	{ had }
1348   |	            GaGa, oh-oh, eh I've had              |	{ a }
1349   |	              oh-oh, eh I've had a                |	{ little }
1350   |	              eh I've had a little                |	{ bit }
1351   |	              I've had a little bit               |	{ too }
1352   |	              had a little bit too                |	{ much, }
1353   |	             a little bit too much,               |	{ much }
1354   |	            little bit too much, much             |	{ All }
1355   |	             bit too much, much All               |	{ of }
1356   |	              too much, much All of               |	{ the }
1357   |	              much, much All of the               |	{ people }
1358   |	             much All of the people               |	{ start }
1359   |	             All of the people start              |	{ to }
1360   |	             of the people start to               |	{ rush, }
1361   |	            the people start to rush,             |	{ start }
1362   |	           people start to rush, start            |	{ to }
1363   |	             start to rush, start to              |	{ rush }
1364   |	             to rush, start to rush               |	{ by }
1365   |	             rush, start to rush by               |	{ How }
1366   |	              start to rush by How                |	{ does }
1367   |	               to rush by How does                |	{ he }
1368   |	               rush by How does he                |	{ twist }
1369   |	              by How does he twist                |	{ the }
1370   |	              How does he twist the               |	{ dance? }
1371   |	            does he twist the dance?              |	{ Can't }
1372   |	            he twist the dance? Can't             |	{ find }
1373   |	           twist the dance? Can't find            |	{ a }
1374   |	             the dance? Can't find a              |	{ drink, }
1375   |	           dance? Can't find a drink,             |	{ oh }
1376   |	             Can't find a drink, oh               |	{ man }
1377   |	              find a drink, oh man                |	{ Where }
1378   |	              a drink, oh man Where               |	{ are }
1379   |	             drink, oh man Where are              |	{ my }
1380   |	               oh man Where are my                |	{ keys? }
1381   |	             man Where are my keys?               |	{ I }
1382   |	              Where are my keys? I                |	{ lost }
1383   |	               are my keys? I lost                |	{ my }
1384   |	               my keys? I lost my                 |	{ phone, }
1385   |	             keys? I lost my phone,               |	{ phone }
1386   |	             I lost my phone, phone               |	{ What's }
1387   |	           lost my phone, phone What's            |	{ going }
1388   |	          my phone, phone What's going            |	{ on }
1389   |	          phone, phone What's going on            |	{ on }
1390   |	            phone What's going on on              |	{ the }
1391   |	             What's going on on the               |	{ floor? , floor? }
1392   |	             going on on the floor?               |	{ I , I }
1393   |	               on on the floor? I                 |	{ love , love }
1394   |	              on the floor? I love                |	{ this , this }
1395   |	             the floor? I love this               |	{ record , record }
1396   |	            floor? I love this record             |	{ baby , baby }
1397   |	             I love this record baby              |	{ but , but }
1398   |	            love this record baby but             |	{ I , I }
1399   |	             this record baby but I               |	{ can't , can't }
1400   |	             record baby but I can't              |	{ see , see }
1401   |	              baby but I can't see                |	{ straight , straight }
1402   |	            but I can't see straight              |	{ anymore , anymore }
1403   |	          I can't see straight anymore            |	{ Keep , Keep }
1404   |	         can't see straight anymore Keep          |	{ it , it }
1405   |	          see straight anymore Keep it            |	{ cool, , cool, }
1406   |	         straight anymore Keep it cool,           |	{ what's , what's }
1407   |	          anymore Keep it cool, what's            |	{ the , the }
1408   |	            Keep it cool, what's the              |	{ name , name }
1409   |	            it cool, what's the name              |	{ of , of }
1410   |	            cool, what's the name of              |	{ this , this }
1411   |	             what's the name of this              |	{ club? , club? }
1412   |	             the name of this club?               |	{ I , I }
1413   |	              name of this club? I                |	{ can't , can't }
1414   |	              of this club? I can't               |	{ remember , remember }
1415   |	           this club? I can't remember            |	{ but , but }
1416   |	           club? I can't remember but             |	{ it's , it's }
1417   |	            I can't remember but it's             |	{ alright, , alright, }
1418   |	        can't remember but it's alright,          |	{ a-alright , a-alright }
1419   |	      remember but it's alright, a-alright        |	{ Just , Just }
1420   |	        but it's alright, a-alright Just          |	{ dance, , dance, }
1421   |	       it's alright, a-alright Just dance,        |	{ gonna , gonna }
1422   |	      alright, a-alright Just dance, gonna        |	{ be , be }
1423   |	         a-alright Just dance, gonna be           |	{ okay, , okay, }
1424   |	           Just dance, gonna be okay,             |	{ da , d-d-d-dance , da , d-d-d-dance , da , d-d-d-dance , da , da , d-d-d-dance }
1425   |	            dance, gonna be okay, da              |	{ da , da , da , da , da , da }
1426   |	              gonna be okay, da da                |	{ doo-doo-mmm , doo-doo-mmm , doo-doo-mmm , doo-doo-mmm , doo-doo-mmm , doo-doo-mmm }
1427   |	           be okay, da da doo-doo-mmm             |	{ Just , Just , Just , Just , Just , Just }
1428   |	          okay, da da doo-doo-mmm Just            |	{ dance, , dance, , dance, , dance, , dance, , dance, }
1429   |	          da da doo-doo-mmm Just dance,           |	{ spin , gonna , spin , gonna , spin , gonna , spin , gonna , spin , gonna , spin , gonna }
1430   |	         da doo-doo-mmm Just dance, spin          |	{ that , that , that , that , that , that }
1431   |	        doo-doo-mmm Just dance, spin that         |	{ record , record , record , record , record , record }
1432   |	          Just dance, spin that record            |	{ babe, , babe, , babe, , babe, , babe, , babe, }
1433   |	          dance, spin that record babe,           |	{ da , da , da , da , da , da }
1434   |	            spin that record babe, da             |	{ da , da , da , da , da , da }
1435   |	             that record babe, da da              |	{ doo-doo-mmm , doo-doo-mmm , doo-doo-mmm , doo-doo-mmm , doo-doo-mmm , doo-doo-mmm }
1436   |	         record babe, da da doo-doo-mmm           |	{ Just , Just , Just , Just , Just , Just }
1437   |	          babe, da da doo-doo-mmm Just            |	{ dance, , dance, , dance, , dance, , dance, , dance, }
1438   |	        da doo-doo-mmm Just dance, gonna          |	{ be , be , be , be , be , be }
1439   |	        doo-doo-mmm Just dance, gonna be          |	{ okay, , okay, , okay, , okay, , okay, , okay, }
1440   |	        dance, gonna be okay, d-d-d-dance         |	{ Dance, , Dance, , Dance, , Dance, }
1441   |	        gonna be okay, d-d-d-dance Dance,         |	{ dance, , dance, , dance, , dance, }
1442   |	       be okay, d-d-d-dance Dance, dance,         |	{ just, , just, , just, , just, }
1443   |	      okay, d-d-d-dance Dance, dance, just,       |	{ j-j-just , j-j-just , j-j-just , j-j-just }
1444   |	    d-d-d-dance Dance, dance, just, j-j-just      |	{ dance , When , dance , dance }
1445   |	       Dance, dance, just, j-j-just dance         |	{ Wish , Woo! , We }
1446   |	        dance, just, j-j-just dance Wish          |	{ I }
1447   |	           just, j-j-just dance Wish I            |	{ could }
1448   |	           j-j-just dance Wish I could            |	{ shut }
1449   |	             dance Wish I could shut              |	{ my }
1450   |	              Wish I could shut my                |	{ playboy }
1451   |	             I could shut my playboy              |	{ mouth, }
1452   |	          could shut my playboy mouth,            |	{ oh }
1453   |	            shut my playboy mouth, oh             |	{ oh }
1454   |	             my playboy mouth, oh oh              |	{ oh-oh }
1455   |	           playboy mouth, oh oh oh-oh             |	{ How'd }
1456   |	            mouth, oh oh oh-oh How'd              |	{ I }
1457   |	               oh oh oh-oh How'd I                |	{ turn }
1458   |	              oh oh-oh How'd I turn               |	{ my }
1459   |	              oh-oh How'd I turn my               |	{ shirt }
1460   |	              How'd I turn my shirt               |	{ inside }
1461   |	             I turn my shirt inside               |	{ out? }
1462   |	            turn my shirt inside out?             |	{ Inside }
1463   |	           my shirt inside out? Inside            |	{ outright }
1464   |	        shirt inside out? Inside outright         |	{ Control }
1465   |	       inside out? Inside outright Control        |	{ your }
1466   |	        out? Inside outright Control your         |	{ poison }
1467   |	       Inside outright Control your poison        |	{ babe, }
1468   |	       outright Control your poison babe,         |	{ roses }
1469   |	         Control your poison babe, roses          |	{ have }
1470   |	          your poison babe, roses have            |	{ thorns }
1471   |	         poison babe, roses have thorns           |	{ they }
1472   |	          babe, roses have thorns they            |	{ say }
1473   |	           roses have thorns they say             |	{ And }
1474   |	            have thorns they say And              |	{ we're }
1475   |	            thorns they say And we're             |	{ all }
1476   |	             they say And we're all               |	{ getting }
1477   |	            say And we're all getting             |	{ hosed }
1478   |	           And we're all getting hosed            |	{ tonight, }
1479   |	        we're all getting hosed tonight,          |	{ oh }
1480   |	          all getting hosed tonight, oh           |	{ oh }
1481   |	          getting hosed tonight, oh oh            |	{ oh-oh }
1482   |	           hosed tonight, oh oh oh-oh             |	{ What's }
1483   |	           tonight, oh oh oh-oh What's            |	{ going }
1484   |	            oh oh oh-oh What's going              |	{ on }
1485   |	            oh oh-oh What's going on              |	{ on }
1486   |	            oh-oh What's going on on              |	{ the }
1487   |	        Dance, dance, just, j-j-just When         |	{ I }
1488   |	          dance, just, j-j-just When I            |	{ come }
1489   |	           just, j-j-just When I come             |	{ through }
1490   |	          j-j-just When I come through            |	{ on }
1491   |	             When I come through on               |	{ the }
1492   |	              I come through on the               |	{ dance }
1493   |	            come through on the dance             |	{ floor }
1494   |	           through on the dance floor             |	{ checkin' }
1495   |	           on the dance floor checkin'            |	{ out }
1496   |	          the dance floor checkin' out            |	{ that }
1497   |	          dance floor checkin' out that           |	{ catalog }
1498   |	         floor checkin' out that catalog          |	{ Can't }
1499   |	         checkin' out that catalog Can't          |	{ believe }
1500   |	         out that catalog Can't believe           |	{ my }
1501   |	          that catalog Can't believe my           |	{ eyes, }
1502   |	         catalog Can't believe my eyes,           |	{ so }
1503   |	            Can't believe my eyes, so             |	{ many }
1504   |	            believe my eyes, so many              |	{ women }
1505   |	             my eyes, so many women               |	{ without }
1506   |	           eyes, so many women without            |	{ a }
1507   |	             so many women without a              |	{ flaw }
1508   |	            many women without a flaw             |	{ And }
1509   |	            women without a flaw And              |	{ I }
1510   |	              without a flaw And I                |	{ ain't }
1511   |	               a flaw And I ain't                 |	{ gon' }
1512   |	              flaw And I ain't gon'               |	{ give }
1513   |	              And I ain't gon' give               |	{ it }
1514   |	              I ain't gon' give it                |	{ up, }
1515   |	             ain't gon' give it up,               |	{ steady }
1516   |	             gon' give it up, steady              |	{ tryin' }
1517   |	            give it up, steady tryin'             |	{ to }
1518   |	             it up, steady tryin' to              |	{ pick }
1519   |	            up, steady tryin' to pick             |	{ it }
1520   |	            steady tryin' to pick it              |	{ up }
1521   |	              tryin' to pick it up                |	{ like }
1522   |	               to pick it up like                 |	{ a }
1523   |	                pick it up like a                 |	{ car }
1524   |	                it up like a car                  |	{ I'ma }
1525   |	               up like a car I'ma                 |	{ hit }
1526   |	               like a car I'ma hit                |	{ it, }
1527   |	               a car I'ma hit it,                 |	{ I'ma }
1528   |	              car I'ma hit it, I'ma               |	{ hit }
1529   |	              I'ma hit it, I'ma hit               |	{ it }
1530   |	               hit it, I'ma hit it                |	{ and }
1531   |	               it, I'ma hit it and                |	{ flex }
1532   |	              I'ma hit it and flex                |	{ and }
1533   |	               hit it and flex and                |	{ do }
1534   |	               it and flex and do                 |	{ it }
1535   |	               and flex and do it                 |	{ until }
1536   |	              flex and do it until                |	{ tomorr' }
1537   |	             and do it until tomorr'              |	{ yeah }
1538   |	            do it until tomorr' yeah              |	{ Shawty }
1539   |	          it until tomorr' yeah Shawty            |	{ I }
1540   |	           until tomorr' yeah Shawty I            |	{ can }
1541   |	            tomorr' yeah Shawty I can             |	{ see }
1542   |	              yeah Shawty I can see               |	{ that }
1543   |	              Shawty I can see that               |	{ you }
1544   |	               I can see that you                 |	{ got }
1545   |	              can see that you got                |	{ so }
1546   |	               see that you got so                |	{ much }
1547   |	              that you got so much                |	{ energy }
1548   |	             you got so much energy               |	{ The }
1549   |	             got so much energy The               |	{ way }
1550   |	             so much energy The way               |	{ you're }
1551   |	           much energy The way you're             |	{ twirlin' }
1552   |	         energy The way you're twirlin'           |	{ up }
1553   |	           The way you're twirlin' up             |	{ them }
1554   |	           way you're twirlin' up them            |	{ hips }
1555   |	          you're twirlin' up them hips            |	{ 'round }
1556   |	          twirlin' up them hips 'round            |	{ and }
1557   |	             up them hips 'round and              |	{ 'round }
1558   |	           them hips 'round and 'round            |	{ And }
1559   |	           hips 'round and 'round And             |	{ now }
1560   |	            'round and 'round And now             |	{ there's }
1561   |	           and 'round And now there's             |	{ no }
1562   |	            'round And now there's no             |	{ reason }
1563   |	            And now there's no reason             |	{ at }
1564   |	            now there's no reason at              |	{ all }
1565   |	            there's no reason at all              |	{ why }
1566   |	              no reason at all why                |	{ you }
1567   |	              reason at all why you               |	{ can't }
1568   |	              at all why you can't                |	{ leave }
1569   |	             all why you can't leave              |	{ here }
1570   |	            why you can't leave here              |	{ with }
1571   |	            you can't leave here with             |	{ me }
1572   |	            can't leave here with me              |	{ In }
1573   |	              leave here with me In               |	{ the }
1574   |	               here with me In the                |	{ meantime }
1575   |	             with me In the meantime              |	{ stay }
1576   |	             me In the meantime stay              |	{ and }
1577   |	            In the meantime stay and              |	{ let }
1578   |	            the meantime stay and let             |	{ me }
1579   |	            meantime stay and let me              |	{ watch }
1580   |	              stay and let me watch               |	{ you }
1581   |	              and let me watch you                |	{ break }
1582   |	             let me watch you break               |	{ it }
1583   |	              me watch you break it               |	{ down }
1584   |	             watch you break it down              |	{ And }
1585   |	              you break it down And               |	{ dance, }
1586   |	            break it down And dance,              |	{ gonna }
1587   |	            it down And dance, gonna              |	{ be }
1588   |	            down And dance, gonna be              |	{ okay, }
1589   |	            And dance, gonna be okay,             |	{ da }
1590   |	        dance, just, j-j-just dance Woo!          |	{ Let's }
1591   |	         just, j-j-just dance Woo! Let's          |	{ go! }
1592   |	          j-j-just dance Woo! Let's go!           |	{ Half }
1593   |	            dance Woo! Let's go! Half             |	{ psychotic, }
1594   |	         Woo! Let's go! Half psychotic,           |	{ sick, }
1595   |	         Let's go! Half psychotic, sick,          |	{ hypnotic }
1596   |	       go! Half psychotic, sick, hypnotic         |	{ Got }
1597   |	       Half psychotic, sick, hypnotic Got         |	{ my , my , my , my }
1598   |	        psychotic, sick, hypnotic Got my          |	{ blueprint, , blueprint , blueprint, , blueprint }
1599   |	        sick, hypnotic Got my blueprint,          |	{ it's , it's }
1600   |	         hypnotic Got my blueprint, it's          |	{ symphonic , symphonic }
1601   |	        Got my blueprint, it's symphonic          |	{ Half , Half }
1602   |	        my blueprint, it's symphonic Half         |	{ psychotic, , psychotic, }
1603   |	    blueprint, it's symphonic Half psychotic,     |	{ sick, , sick, }
1604   |	      it's symphonic Half psychotic, sick,        |	{ hypnotic , hypnotic }
1605   |	    symphonic Half psychotic, sick, hypnotic      |	{ Got , Got }
1606   |	         sick, hypnotic Got my blueprint          |	{ electronic , electronic }
1607   |	      hypnotic Got my blueprint electronic        |	{ Half , Go! }
1608   |	        Got my blueprint electronic Half          |	{ psychotic, }
1609   |	     my blueprint electronic Half psychotic,      |	{ sick, }
1610   |	   blueprint electronic Half psychotic, sick,     |	{ hypnotic }
1611   |	    electronic Half psychotic, sick, hypnotic     |	{ Got }
1612   |	         Got my blueprint electronic Go!          |	{ Use }
1613   |	         my blueprint electronic Go! Use          |	{ your }
1614   |	        blueprint electronic Go! Use your         |	{ muscle, }
1615   |	         electronic Go! Use your muscle,          |	{ carve }
1616   |	           Go! Use your muscle, carve             |	{ it }
1617   |	            Use your muscle, carve it             |	{ out, }
1618   |	           your muscle, carve it out,             |	{ work }
1619   |	           muscle, carve it out, work             |	{ it, }
1620   |	             carve it out, work it,               |	{ hustle }
1621   |	             it out, work it, hustle              |	{ I }
1622   |	             out, work it, hustle I               |	{ got }
1623   |	              work it, hustle I got               |	{ it, }
1624   |	              it, hustle I got it,                |	{ just }
1625   |	              hustle I got it, just               |	{ stay }
1626   |	               I got it, just stay                |	{ close }
1627   |	             got it, just stay close              |	{ enough }
1628   |	           it, just stay close enough             |	{ to }
1629   |	            just stay close enough to             |	{ get }
1630   |	            stay close enough to get              |	{ it }
1631   |	             close enough to get it               |	{ Don't }
1632   |	             enough to get it Don't               |	{ slow! }
1633   |	              to get it Don't slow!               |	{ Drive }
1634   |	            get it Don't slow! Drive              |	{ it, }
1635   |	            it Don't slow! Drive it,              |	{ clean }
1636   |	           Don't slow! Drive it, clean            |	{ it, }
1637   |	            slow! Drive it, clean it,             |	{ lights }
1638   |	           Drive it, clean it, lights             |	{ out, }
1639   |	            it, clean it, lights out,             |	{ bleed }
1640   |	           clean it, lights out, bleed            |	{ it }
1641   |	            it, lights out, bleed it              |	{ Spend }
1642   |	           lights out, bleed it Spend             |	{ the }
1643   |	             out, bleed it Spend the              |	{ lasto }
1644   |	            bleed it Spend the lasto              |	{ I }
1645   |	              it Spend the lasto I                |	{ got }
1646   |	              Spend the lasto I got               |	{ it }
1647   |	               the lasto I got it                 |	{ In }
1648   |	                lasto I got it In                 |	{ your }
1649   |	                I got it In your                  |	{ pocko }
1650   |	              got it In your pocko                |	{ I }
